Order,LotFrontage,LotArea,Street,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,x1stFlrSF,x2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,WoodDeckSF,PoolArea,MoSold,YrSold,SalePrice,Salecat
773,65,7800,Pave,Inside,Gtl,1Fam,5,7,1967,TA,864,GasA,Ex,Y,899,0,1,0,3,1,Gd,5,0,NA,Attchd,288,TA,64,0,6,2009,130000,0
774,,8014,Pave,CulDSac,Gtl,1Fam,6,5,1978,Gd,456,GasA,TA,Y,1034,0,1,0,3,1,TA,5,1,Fa,Basment,504,TA,0,0,6,2009,149900,0
775,,7252,Pave,CulDSac,Gtl,1Fam,5,5,1982,Gd,858,GasA,TA,Y,858,0,1,0,2,1,TA,5,0,NA,Detchd,576,TA,120,0,4,2009,134900,0
776,74,8740,Pave,Inside,Gtl,1Fam,5,6,1982,TA,840,GasA,TA,Y,860,0,1,0,2,1,TA,4,0,NA,Detchd,528,TA,0,0,7,2009,137000,0
777,,11616,Pave,Inside,Gtl,1Fam,5,5,1962,TA,1092,GasA,TA,Y,1092,0,1,0,3,1,TA,6,1,Po,Attchd,288,TA,0,0,9,2009,139000,0
778,88,15400,Pave,Inside,Gtl,1Fam,5,5,1961,TA,552,GasA,TA,Y,904,611,2,0,4,1,TA,8,1,TA,Attchd,384,TA,290,0,7,2009,165000,1
779,88,15312,Pave,Inside,Gtl,1Fam,6,5,1960,TA,1138,GasA,Ex,Y,1138,0,1,0,3,1,TA,6,1,TA,Attchd,480,TA,0,0,3,2009,148000,0
780,,15584,Pave,Inside,Gtl,1Fam,5,5,1956,TA,825,GasA,Ex,Y,2071,0,1,1,4,1,TA,9,1,TA,Attchd,336,TA,131,0,10,2009,165000,1
781,,9000,Pave,Corner,Gtl,1Fam,2,2,1947,NA,0,GasA,Fa,N,660,0,1,0,2,1,Fa,5,0,NA,NA,0,NA,0,0,6,2009,63900,0
782,,11250,Pave,Inside,Gtl,1Fam,4,5,1957,TA,1104,GasA,Ex,Y,1104,684,1,0,5,1,TA,8,2,TA,Attchd,304,TA,120,0,11,2009,161500,1
783,65,25095,Pave,Inside,Sev,1Fam,5,8,1968,TA,1437,GasA,Ex,Y,1473,0,1,0,1,1,Ex,5,2,Gd,Attchd,452,TA,0,0,6,2009,143000,0
784,,17140,Pave,Inside,Gtl,1Fam,4,6,1956,TA,1134,GasA,Ex,Y,1229,0,1,0,3,1,TA,6,0,NA,Attchd,284,TA,0,0,4,2009,135000,0
785,,12342,Pave,Inside,Gtl,1Fam,4,5,1940,TA,861,GasA,Ex,Y,861,0,1,0,1,1,TA,4,0,NA,Detchd,539,TA,158,0,3,2009,82500,0
786,,10708,Pave,Inside,Gtl,1Fam,5,5,1955,TA,1617,GasA,Ex,Y,1867,0,1,0,2,1,TA,7,3,Gd,Attchd,303,TA,476,0,11,2009,190000,1
787,,13680,Pave,CulDSac,Gtl,1Fam,3,5,1955,NA,0,GasA,Ex,Y,1733,0,2,0,4,1,TA,8,1,Gd,Attchd,452,TA,0,0,6,2009,139600,0
788,,15635,Pave,CulDSac,Gtl,1Fam,4,5,1954,NA,0,GasA,TA,Y,1383,0,1,0,2,1,TA,6,0,NA,Attchd,498,Fa,0,0,10,2009,122000,0
789,73,9855,Pave,Corner,Gtl,1Fam,6,5,1956,TA,1436,GasA,Fa,Y,1689,0,1,0,3,1,TA,7,1,Gd,Attchd,480,TA,0,0,11,2009,127500,0
790,68,9571,Pave,Inside,Gtl,1Fam,5,5,1956,TA,1073,GasA,TA,Y,1073,0,1,0,2,1,TA,5,0,NA,Attchd,340,TA,0,0,2,2009,121500,0
791,68,9571,Pave,Inside,Gtl,1Fam,5,3,1958,TA,1276,GasA,TA,Y,1276,0,1,0,3,1,TA,5,0,NA,Attchd,350,TA,0,0,6,2009,60000,0
792,50,9350,Pave,Inside,Gtl,1Fam,6,7,1946,TA,747,GasA,Ex,Y,892,747,1,1,3,1,Gd,6,1,Gd,Detchd,240,TA,0,0,7,2009,154400,1
793,50,9340,Pave,Inside,Gtl,1Fam,4,6,1941,TA,672,GasA,TA,Y,672,0,1,0,2,1,TA,4,0,NA,Attchd,234,TA,0,0,8,2009,113000,0
794,62,7440,Pave,Inside,Gtl,1Fam,5,6,1954,Gd,1089,GasW,TA,Y,1089,0,1,0,3,1,TA,5,1,Gd,Detchd,252,TA,328,0,9,2009,125000,0
795,,11500,Pave,CulDSac,Gtl,1Fam,4,3,1957,NA,0,GasA,Ex,N,845,0,1,0,3,1,TA,5,0,NA,Detchd,290,TA,186,0,1,2009,84000,0
796,42,4235,Pave,Inside,Gtl,TwnhsE,5,5,1984,Gd,1049,GasA,TA,Y,1049,0,2,0,2,1,Gd,5,0,NA,Attchd,266,TA,0,0,2,2009,139500,0
797,60,11409,Pave,Inside,Gtl,1Fam,5,4,1949,TA,768,GasA,Gd,Y,1148,568,1,1,3,1,TA,8,1,Gd,Attchd,281,TA,0,0,1,2009,131000,0
798,60,9060,Pave,Inside,Gtl,1Fam,6,5,1939,TA,560,GasA,TA,Y,698,560,1,0,2,1,TA,6,0,NA,Detchd,280,TA,0,0,10,2009,105000,0
799,60,9084,Pave,Inside,Gtl,1Fam,4,5,1940,TA,755,GasA,TA,Y,755,755,1,0,4,1,TA,7,1,Gd,Detchd,296,Fa,120,0,10,2009,108000,0
800,74,10778,Pave,Inside,Gtl,1Fam,7,6,1990,Gd,1054,GasA,Gd,Y,1061,0,1,1,1,1,Gd,4,0,NA,Attchd,462,TA,114,0,7,2009,162000,1
801,66,19255,Pave,Inside,Gtl,1Fam,6,5,1983,Gd,520,GasA,Gd,Y,1338,0,1,1,2,1,Gd,5,1,Po,Attchd,576,TA,0,0,9,2009,156500,1
802,79,12327,Pave,Inside,Mod,1Fam,8,8,1983,Gd,1496,GasA,Ex,Y,1496,636,1,1,1,1,Gd,5,1,Gd,BuiltIn,612,Gd,349,0,9,2009,316600,1
803,90,14684,Pave,CulDSac,Gtl,1Fam,7,7,1990,Gd,2158,GasA,Gd,Y,2196,0,2,0,3,1,Gd,7,1,TA,Attchd,701,TA,84,0,6,2009,271900,1
804,75,9317,Pave,Inside,Gtl,1Fam,7,5,1993,Gd,740,GasA,Ex,Y,1006,769,2,1,3,1,Gd,7,1,TA,Attchd,425,TA,234,0,7,2009,213000,1
805,85,10560,Pave,Corner,Gtl,1Fam,7,5,1993,Gd,1079,GasA,Ex,Y,1079,800,2,1,3,1,Gd,8,1,TA,Attchd,473,TA,400,0,8,2009,239900,1
806,80,9828,Pave,Inside,Gtl,1Fam,8,5,1995,Gd,1128,GasA,Ex,Y,1142,878,2,1,3,1,Gd,8,1,TA,Attchd,466,TA,0,0,6,2009,239500,1
807,120,26400,Pave,FR2,Gtl,1Fam,5,7,1880,NA,0,GasA,Ex,Y,1288,728,1,0,4,1,TA,7,1,TA,Attchd,576,TA,0,0,6,2009,131000,0
808,64,7018,Pave,Inside,Gtl,Duplex,5,5,1979,NA,0,GasA,TA,Y,1535,0,2,0,4,2,TA,8,0,NA,Attchd,410,TA,0,0,6,2009,118964,0
809,64,7018,Pave,Inside,Gtl,Duplex,5,5,1979,Gd,1086,GasA,TA,Y,1224,0,0,2,2,2,TA,6,2,TA,Detchd,528,TA,120,0,6,2009,153337,1
810,64,7018,Pave,Inside,Gtl,Duplex,5,5,1979,NA,0,GasA,TA,Y,1114,1114,2,0,6,2,TA,8,0,NA,Detchd,720,TA,73,0,6,2009,147983,0
811,64,7018,Pave,Inside,Gtl,Duplex,5,5,1979,NA,0,GasA,TA,Y,1535,0,2,0,4,2,TA,8,0,NA,Attchd,400,TA,0,0,6,2009,118858,0
812,64,7018,Pave,Inside,Gtl,Duplex,5,5,1979,NA,0,GasA,TA,Y,1535,0,2,0,4,2,TA,8,0,NA,Attchd,400,TA,0,0,6,2009,118858,0
813,64,7018,Pave,Inside,Gtl,Duplex,5,5,1979,NA,0,GasA,TA,Y,1120,1120,2,0,6,2,TA,12,0,NA,Detchd,528,TA,154,0,6,2009,142953,0
814,64,7040,Pave,Inside,Gtl,Duplex,5,5,1979,Gd,1094,GasA,TA,Y,1229,0,0,2,2,2,Gd,6,2,TA,Detchd,672,TA,120,0,6,2009,148325,0
815,64,7007,Pave,Inside,Gtl,Duplex,5,5,1979,NA,0,GasA,TA,Y,1513,0,2,0,4,2,TA,8,0,NA,Attchd,400,TA,0,0,6,2009,113722,0
816,,11855,Pave,Inside,Gtl,Duplex,7,5,2000,Ex,1168,GasA,Ex,Y,1168,1619,4,2,6,2,TA,8,2,TA,BuiltIn,820,TA,312,0,10,2009,269500,1
817,,7939,Pave,Inside,Gtl,Duplex,7,5,2000,Ex,1168,GasA,Ex,Y,1168,1619,4,2,6,2,TA,8,2,TA,BuiltIn,820,TA,312,0,10,2009,269500,1
818,,7976,Pave,Inside,Gtl,Duplex,7,5,2000,Ex,1168,GasA,Ex,Y,1168,1619,4,2,6,2,TA,8,2,TA,BuiltIn,820,TA,312,0,10,2009,269500,1
819,84,10933,Pave,Inside,Gtl,1Fam,9,5,2009,Ex,1555,GasA,Ex,Y,1680,0,1,1,1,1,Ex,8,1,Gd,Attchd,1138,TA,185,0,7,2009,323262,1
820,79,10637,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,1705,GasA,Ex,Y,1718,0,2,0,3,1,Gd,7,1,Gd,Attchd,826,TA,208,0,9,2009,297000,1
821,61,10226,Pave,Inside,Gtl,1Fam,8,5,2008,Ex,1622,GasA,Ex,Y,1630,0,2,0,3,1,Ex,8,1,Gd,Attchd,860,TA,172,0,1,2009,295493,1
822,65,10816,Pave,Inside,Gtl,1Fam,9,5,2008,Ex,1720,GasA,Ex,Y,1720,0,2,0,3,1,Ex,8,1,Gd,Attchd,846,TA,208,0,11,2009,332000,1
823,71,9178,Pave,Inside,Gtl,1Fam,8,5,2008,Gd,1468,GasA,Ex,Y,1468,0,2,0,3,1,Gd,6,1,Gd,Attchd,904,TA,192,0,6,2009,239900,1
824,68,10769,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,866,GasA,Ex,Y,866,902,2,1,3,1,Gd,7,0,NA,Attchd,578,TA,144,0,4,2009,212000,1
825,77,11422,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,1838,GasA,Ex,Y,1838,0,2,0,3,1,Gd,7,2,Gd,Attchd,524,TA,154,0,4,2009,272500,1
826,122,11923,Pave,Corner,Gtl,1Fam,9,5,2007,Ex,1800,GasA,Ex,Y,1800,0,2,0,2,1,Ex,7,0,NA,Attchd,702,TA,288,0,5,2009,239000,1
827,68,8814,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1604,GasA,Ex,Y,1604,0,2,1,3,1,Gd,8,1,Gd,Attchd,660,TA,123,0,3,2009,220000,1
828,64,6762,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,1282,GasA,Ex,Y,1290,0,2,0,2,1,Gd,6,1,Gd,Attchd,662,TA,168,0,5,2009,200000,1
829,95,10324,Pave,Corner,Gtl,1Fam,8,5,2008,Gd,1254,GasA,Ex,Y,1254,0,2,0,2,1,Gd,5,0,NA,Attchd,810,TA,168,0,3,2009,221800,1
830,64,7314,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,1232,GasA,Ex,Y,1232,0,2,0,2,1,Gd,6,0,NA,Attchd,632,TA,132,0,2,2009,194500,1
831,78,11645,Pave,Inside,Gtl,1Fam,8,5,2005,Ex,1498,GasA,Ex,Y,1498,0,2,0,3,1,Gd,7,1,Gd,Attchd,844,TA,144,0,3,2009,237000,1
832,79,11646,Pave,Inside,Gtl,1Fam,6,5,2005,Gd,704,GasA,Ex,Y,704,718,2,1,3,1,Gd,7,1,Gd,Attchd,440,TA,36,0,7,2009,173000,1
833,,12800,Pave,Inside,Mod,1Fam,7,5,1989,Gd,1518,GasA,Gd,Y,1644,0,2,0,2,1,Gd,5,1,TA,Attchd,569,TA,80,0,8,2009,275000,1
834,,16698,Pave,CulDSac,Mod,1Fam,7,5,1992,Gd,1449,GasA,Gd,Y,944,815,2,1,3,1,Gd,7,1,TA,Attchd,525,TA,150,0,6,2009,233500,1
835,,28698,Pave,CulDSac,Sev,1Fam,5,5,1967,TA,1013,GasA,TA,Y,1160,966,2,1,3,1,TA,7,0,NA,Attchd,538,TA,486,0,6,2009,185000,1
836,82,12464,Pave,Corner,Mod,1Fam,5,5,1996,Gd,1040,GasA,Gd,Y,1040,0,1,0,3,1,Gd,6,0,NA,Detchd,576,TA,168,0,11,2009,152000,1
837,65,9757,Pave,Inside,Mod,1Fam,5,7,1994,TA,990,GasA,Ex,Y,990,0,1,0,3,1,TA,5,0,NA,Attchd,440,TA,66,0,10,2009,143000,0
838,65,15426,Pave,Inside,Gtl,1Fam,6,5,1997,Gd,928,GasA,Ex,Y,928,836,2,1,3,1,Gd,7,0,NA,Attchd,470,TA,276,0,8,2009,231500,1
839,43,10667,Pave,CulDSac,Gtl,1Fam,7,6,1996,Gd,799,GasA,Ex,Y,827,834,2,1,3,1,Gd,6,1,TA,Attchd,550,TA,158,0,4,2009,212000,1
840,65,14753,Pave,Inside,Gtl,1Fam,7,5,1998,Gd,1463,GasA,Ex,Y,1463,0,2,0,3,1,TA,5,0,NA,Attchd,539,TA,0,0,12,2009,207000,1
841,112,10859,Pave,Corner,Gtl,1Fam,5,5,1994,Gd,1097,GasA,Ex,Y,1097,0,1,1,3,1,TA,6,0,NA,Attchd,672,TA,392,0,6,2009,145000,0
842,60,8072,Pave,Inside,Gtl,1Fam,5,5,1994,Gd,990,GasA,Ex,Y,990,0,1,0,3,1,TA,5,0,NA,Detchd,480,TA,0,0,5,2009,138000,0
843,80,10400,Pave,Corner,Gtl,1Fam,7,5,1998,Gd,866,GasA,Ex,Y,866,913,2,1,3,1,Gd,6,0,NA,Attchd,546,TA,198,0,3,2009,197900,1
844,78,10335,Pave,Inside,Gtl,1Fam,7,5,1999,Gd,1490,GasA,Ex,Y,1501,0,2,0,3,1,Gd,6,0,NA,Attchd,577,TA,144,0,6,2009,204000,1
845,68,9017,Pave,Inside,Gtl,1Fam,7,5,1999,Gd,1431,GasA,Ex,Y,1431,0,2,0,3,1,Gd,6,0,NA,Attchd,666,TA,0,0,9,2009,192000,1
846,70,8750,Pave,Inside,Gtl,1Fam,6,5,1998,Gd,928,GasA,Ex,Y,928,844,2,1,3,1,TA,7,1,TA,Attchd,492,TA,150,0,4,2009,200000,1
847,68,8935,Pave,Inside,Gtl,1Fam,7,5,2002,Gd,831,GasA,Ex,Y,831,829,2,1,3,1,Gd,7,0,NA,Attchd,493,TA,144,0,7,2009,195000,1
848,67,9808,Pave,Inside,Gtl,1Fam,7,5,2002,Gd,1573,GasA,Ex,Y,1573,0,2,0,3,1,Gd,6,0,NA,Attchd,544,TA,0,0,3,2009,227000,1
849,79,12420,Pave,Inside,Gtl,1Fam,7,5,2001,Gd,944,GasA,Ex,Y,944,896,2,1,3,1,Gd,6,0,NA,Attchd,622,TA,0,0,6,2009,230000,1
850,67,16285,Pave,Inside,Gtl,1Fam,7,5,2001,Gd,1413,GasA,Ex,Y,1430,0,2,0,3,1,Gd,6,0,NA,Attchd,605,TA,0,0,6,2009,187100,1
851,65,10739,Pave,Inside,Gtl,1Fam,7,5,2002,Gd,1431,GasA,Ex,Y,1444,0,2,0,3,1,Gd,6,0,NA,Attchd,577,TA,144,0,4,2009,203000,1
852,75,11166,Pave,Inside,Gtl,1Fam,7,5,2001,Gd,1492,GasA,Ex,Y,1492,0,2,0,3,1,Gd,6,1,TA,Attchd,608,TA,0,0,7,2009,201000,1
853,60,8430,Pave,Inside,Mod,1Fam,5,5,1978,Gd,1040,GasA,TA,Y,1040,0,2,0,3,1,TA,5,0,NA,NA,0,NA,0,0,8,2009,124000,0
854,,16269,Pave,CulDSac,Gtl,1Fam,5,5,1978,Gd,907,GasA,TA,Y,907,0,1,0,3,1,TA,5,0,NA,Attchd,343,TA,72,0,7,2009,140000,0
855,76,6950,Pave,Inside,Gtl,1Fam,5,7,1979,TA,914,GasA,TA,Y,914,0,1,0,2,1,TA,5,0,NA,Attchd,444,TA,0,0,10,2009,134900,0
856,61,8800,Pave,Inside,Gtl,1Fam,5,7,1977,Gd,1040,GasA,TA,Y,1040,0,2,0,3,1,Gd,5,0,NA,Detchd,484,TA,0,0,9,2009,150500,1
857,,7000,Pave,CulDSac,Gtl,1Fam,5,8,1978,TA,864,GasA,Ex,Y,864,0,1,0,3,1,TA,6,0,NA,Attchd,336,TA,0,0,7,2009,136500,0
858,,9286,Pave,CulDSac,Mod,1Fam,5,7,1977,Gd,1268,GasA,TA,Y,1268,0,1,1,3,1,Gd,5,0,NA,Detchd,252,TA,173,0,10,2009,143500,0
859,36,15523,Pave,CulDSac,Gtl,1Fam,5,6,1972,TA,864,GasA,Ex,Y,864,0,1,0,3,1,TA,5,1,Fa,Attchd,338,TA,0,0,8,2009,133500,0
860,60,7200,Pave,Inside,Gtl,1Fam,5,5,1972,TA,894,GasA,TA,Y,894,0,1,0,2,1,TA,6,0,NA,Detchd,600,TA,215,0,9,2009,123000,0
861,60,7200,Pave,Inside,Gtl,1Fam,5,8,1972,Gd,768,GasA,Gd,Y,768,0,1,0,2,1,TA,5,0,NA,Detchd,396,TA,192,0,4,2009,133900,0
862,70,8445,Pave,Corner,Gtl,1Fam,5,7,1972,Gd,768,GasA,TA,Y,768,0,1,0,2,1,TA,5,0,NA,Detchd,396,TA,58,0,3,2009,133000,0
863,90,11664,Pave,Corner,Gtl,1Fam,7,5,2002,Gd,1569,GasA,Ex,Y,1611,0,2,0,3,1,Gd,6,0,NA,Attchd,1231,TA,262,0,9,2009,250000,1
864,,12334,Pave,Inside,Gtl,1Fam,8,5,2003,Gd,1068,GasA,Ex,Y,1068,1116,2,1,4,1,Gd,8,1,Gd,BuiltIn,570,TA,192,0,6,2009,254750,1
865,,11838,Pave,Inside,Gtl,1Fam,8,5,2001,Gd,1753,GasA,Ex,Y,1788,0,2,0,3,1,Ex,7,1,TA,Attchd,522,TA,202,0,6,2009,236500,1
866,,11885,Pave,Inside,Gtl,1Fam,8,5,2001,Gd,1299,GasA,Ex,Y,1299,573,2,1,3,1,Ex,7,1,TA,BuiltIn,531,TA,160,0,11,2009,261500,1
867,,11050,Pave,Inside,Gtl,1Fam,9,5,2000,Ex,1440,GasA,Ex,Y,1476,677,2,1,3,1,Ex,8,2,Ex,Attchd,736,TA,253,0,5,2009,313000,1
868,70,8749,Pave,Inside,Gtl,1Fam,7,5,2002,Gd,840,GasA,Ex,Y,840,885,2,1,3,1,Gd,6,0,NA,Attchd,550,TA,0,0,11,2009,198500,1
869,,11250,Pave,Corner,Gtl,1Fam,7,5,2001,Gd,944,GasA,Ex,Y,944,926,2,1,3,1,Gd,6,0,NA,Attchd,608,TA,256,0,5,2009,211000,1
870,90,15750,Pave,FR3,Gtl,1Fam,8,5,1999,Gd,1462,GasA,Ex,Y,1513,0,2,0,2,1,Gd,5,1,TA,Attchd,521,TA,135,0,6,2009,220000,1
871,73,11883,Pave,Inside,Gtl,1Fam,7,5,1996,Gd,1504,GasA,Ex,Y,1504,0,2,0,3,1,Gd,6,1,TA,Attchd,478,TA,115,0,6,2009,203000,1
872,,12782,Pave,Inside,Gtl,1Fam,8,5,2002,Ex,1822,GasA,Ex,Y,1828,0,2,0,3,1,Gd,7,1,Gd,Attchd,523,TA,194,0,6,2009,279500,1
873,70,8750,Pave,Inside,Gtl,1Fam,7,5,1997,Gd,1417,GasA,Ex,Y,1417,0,2,0,3,1,Gd,7,1,TA,Attchd,511,TA,60,0,8,2009,210000,1
874,,9375,Pave,Inside,Gtl,1Fam,7,5,1997,Gd,1057,GasA,Ex,Y,1057,977,2,1,3,1,Gd,8,0,NA,Attchd,645,TA,576,0,2,2009,219500,1
875,70,8750,Pave,Inside,Gtl,1Fam,7,5,1996,Gd,880,GasA,Ex,Y,909,807,2,1,2,1,Gd,7,1,TA,Attchd,512,TA,0,0,7,2009,191000,1
876,70,9100,Pave,Inside,Gtl,1Fam,7,5,2001,Gd,1212,GasA,Ex,Y,1212,0,2,0,3,1,Gd,6,0,NA,Attchd,573,TA,356,0,6,2009,178000,1
877,75,9750,Pave,Inside,Gtl,1Fam,7,5,2000,Gd,1630,GasA,Ex,Y,1630,0,2,0,3,1,Gd,6,1,TA,Attchd,451,TA,74,0,10,2009,213000,1
878,,4435,Pave,Inside,Gtl,TwnhsE,6,5,2003,Gd,848,GasA,Ex,Y,848,0,1,0,1,1,Gd,4,0,NA,Attchd,420,TA,140,0,6,2009,144000,0
879,,4435,Pave,Inside,Gtl,TwnhsE,6,5,2003,Gd,848,GasA,Ex,Y,848,0,1,0,1,1,Gd,4,0,NA,Attchd,420,TA,140,0,5,2009,140000,0
880,85,10200,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,1578,GasA,Ex,Y,1602,0,2,0,3,1,Gd,7,1,Gd,Attchd,810,TA,0,0,1,2009,293200,1
881,65,9313,Pave,Inside,Gtl,1Fam,7,5,2004,Gd,864,GasA,Ex,Y,864,864,2,1,3,1,Gd,7,0,NA,Attchd,572,TA,187,0,4,2009,190000,1
882,63,8487,Pave,FR2,Gtl,1Fam,7,5,2004,Gd,1500,GasA,Ex,Y,1500,0,2,0,3,1,Gd,6,0,NA,Attchd,570,TA,192,0,8,2009,190000,1
883,64,8633,Pave,FR2,Gtl,1Fam,6,5,2005,Gd,738,GasA,Ex,Y,738,738,2,1,3,1,Gd,7,0,NA,Attchd,540,TA,100,0,2,2009,173500,1
884,85,11069,Pave,Corner,Gtl,1Fam,6,5,2007,Gd,608,GasA,Ex,Y,608,788,2,1,3,1,Gd,6,1,Gd,BuiltIn,440,TA,100,0,7,2009,170000,1
885,67,8777,Pave,Inside,Gtl,1Fam,4,5,1949,NA,0,GasA,Ex,Y,1126,0,2,0,2,1,Gd,5,0,NA,Detchd,520,TA,0,0,5,2009,108000,0
886,75,9937,Pave,Corner,Gtl,1Fam,5,7,1964,TA,1486,GasA,Ex,Y,1486,0,1,0,3,1,TA,7,0,NA,Detchd,480,TA,0,0,3,2009,167000,1
887,67,8877,Pave,Inside,Mod,1Fam,4,6,1938,TA,816,GasA,Ex,Y,816,0,1,0,2,1,TA,3,1,Gd,Detchd,288,Fa,0,0,5,2009,100000,0
888,64,7301,Pave,Corner,Gtl,1Fam,7,5,2003,NA,0,GasA,Ex,Y,495,1427,3,0,4,1,Gd,7,1,Ex,BuiltIn,672,TA,0,0,7,2009,198500,1
889,75,7950,Pave,Corner,Gtl,1Fam,6,6,1977,TA,690,GasA,TA,Y,698,728,1,1,3,1,TA,6,0,NA,Attchd,440,TA,252,0,7,2009,159500,1
890,80,10682,Pave,Inside,Gtl,1Fam,4,6,1960,TA,1014,GasA,TA,Y,1149,0,1,0,3,1,TA,7,0,NA,2Types,544,TA,0,0,7,2009,127000,0
891,72,7200,Pave,Inside,Gtl,1Fam,6,6,1976,TA,1041,GasA,Ex,Y,1125,0,1,0,3,1,TA,6,1,Fa,Detchd,352,TA,296,0,10,2009,125000,0
892,86,13286,Pave,Inside,Gtl,1Fam,9,5,2007,Ex,1698,GasA,Ex,Y,1698,0,2,0,3,1,Ex,8,1,Gd,Attchd,768,TA,327,0,2,2009,320000,1
893,35,3675,Pave,Inside,Gtl,TwnhsE,6,5,2005,Gd,547,GasA,Gd,Y,1072,0,1,0,2,1,TA,5,0,NA,Basment,525,TA,0,0,4,2009,145500,0
894,50,9405,Pave,Inside,Gtl,1Fam,5,9,1947,TA,698,GasA,Ex,Y,698,0,1,0,2,1,TA,4,0,NA,NA,0,NA,0,0,6,2009,118000,0
895,64,6410,Pave,Inside,Mod,1Fam,4,5,1959,TA,876,GasA,TA,Y,876,0,1,0,3,1,TA,5,0,NA,Detchd,320,TA,0,0,3,2009,85000,0
896,70,11767,Pave,Inside,Gtl,1Fam,5,5,1950,Fa,1078,GasA,TA,Y,1368,0,1,0,3,1,TA,6,0,NA,Attchd,195,TA,0,0,6,2009,120000,0
897,50,8405,Pave,Inside,Gtl,1Fam,4,3,1945,NA,0,Wall,TA,N,1088,441,2,0,4,1,TA,9,0,NA,Detchd,240,TA,92,0,4,2009,98000,0
898,56,4060,Pave,Corner,Gtl,1Fam,5,8,1922,Fa,864,GasA,Ex,Y,864,0,1,0,2,1,TA,4,0,NA,NA,0,NA,0,0,7,2009,99900,0
899,74,10206,Pave,Corner,Gtl,1Fam,3,3,1952,NA,0,GasW,Fa,N,944,0,1,0,2,1,Fa,4,0,NA,Detchd,528,TA,0,0,7,2009,82000,0
900,65,10926,Pave,Inside,Gtl,Duplex,5,5,1959,TA,1678,GasA,TA,Y,1678,0,2,0,6,2,TA,10,0,NA,NA,0,NA,0,0,8,2009,119900,0
901,70,11767,Pave,Inside,Gtl,1Fam,5,5,1956,TA,1150,GasA,Ex,Y,1560,0,1,0,2,1,TA,7,1,TA,Attchd,313,TA,0,0,5,2009,103500,0
902,,8926,Pave,Corner,Gtl,1Fam,4,3,1956,TA,672,GasA,Ex,Y,960,0,1,0,3,1,TA,5,0,NA,Basment,288,TA,64,0,10,2009,112000,0
903,67,12354,Pave,Corner,Gtl,1Fam,6,8,1920,TA,684,GasA,Gd,Y,684,512,1,0,3,1,Gd,7,0,NA,Detchd,528,TA,0,0,8,2009,110000,0
904,45,8212,Pave,Inside,Gtl,1Fam,5,6,1941,TA,720,GasA,Ex,Y,854,444,1,0,3,1,TA,6,2,Gd,Detchd,256,TA,84,0,9,2009,122000,0
905,60,10998,Pave,Inside,Gtl,1Fam,5,5,1941,TA,984,GasA,Ex,Y,984,620,2,0,3,1,TA,6,0,NA,Detchd,660,TA,0,0,7,2009,117000,0
906,70,6300,Pave,Corner,Gtl,1Fam,5,4,1938,TA,832,GasA,TA,Y,832,436,1,1,3,1,TA,7,2,Gd,Basment,250,TA,0,0,7,2009,160000,1
907,55,4500,Pave,Inside,Gtl,1Fam,5,5,1932,TA,793,GasA,Ex,Y,848,672,1,0,3,1,TA,6,0,NA,Detchd,281,TA,0,0,7,2009,159434,1
908,60,8400,Pave,Inside,Gtl,1Fam,2,5,1920,TA,290,GasA,TA,N,438,0,1,0,1,1,Fa,3,0,NA,Detchd,246,TA,0,0,1,2009,60000,0
909,60,9900,Pave,Inside,Gtl,1Fam,6,7,1940,TA,778,GasA,TA,Y,944,545,2,0,3,1,TA,7,1,Gd,Detchd,240,TA,335,0,7,2009,139500,0
910,102,15863,Pave,Corner,Gtl,1Fam,7,3,1920,TA,824,GasA,Ex,Y,1687,998,2,1,5,1,TA,12,2,TA,Basment,672,TA,136,0,8,2009,197000,1
911,43,5707,Pave,Inside,Gtl,1Fam,6,6,1935,TA,583,GasA,Gd,Y,647,595,1,1,3,1,TA,6,1,Gd,Detchd,180,Fa,329,0,3,2009,105000,0
912,65,7804,Pave,Inside,Gtl,1Fam,4,3,1928,TA,1122,GasA,TA,Y,1328,653,2,0,4,1,Gd,7,2,TA,Detchd,576,TA,431,0,12,2009,135000,0
913,64,8574,Pave,Inside,Gtl,1Fam,6,8,1916,TA,816,GasA,Ex,Y,1232,0,1,0,3,1,Gd,6,1,Gd,Detchd,440,TA,0,0,10,2009,147500,0
914,51,6171,Pave,Inside,Gtl,1Fam,6,6,1925,TA,976,GasA,Ex,Y,1160,448,2,1,3,1,Gd,7,1,Gd,Detchd,216,Fa,147,0,10,2009,137450,0
915,60,7200,Pave,Inside,Gtl,1Fam,7,9,1936,Gd,560,GasA,Ex,Y,575,560,1,0,3,1,Gd,6,0,NA,Detchd,576,TA,256,0,4,2009,155000,1
